Date,Open,High,Low,Close,Adj Close,Volume
2012-02-17,23180.000000,23600.000000,23120.000000,23520.000000,19154.394531,17308450
2012-02-20,23560.000000,23880.000000,23320.000000,23500.000000,19138.111328,14814150
2012-02-21,23500.000000,23960.000000,23300.000000,23600.000000,19219.550781,10808250
2012-02-22,23640.000000,24000.000000,23440.000000,23940.000000,19496.441406,11779250
2012-02-23,23460.000000,23580.000000,23020.000000,23200.000000,18893.792969,23259200
2012-02-24,23060.000000,23720.000000,23060.000000,23600.000000,19219.550781,14240300
2012-02-27,23480.000000,23600.000000,23180.000000,23420.000000,19072.964844,8273300
2012-02-28,23920.000000,24000.000000,23620.000000,23700.000000,19300.986328,16648100
2012-02-29,23820.000000,24180.000000,23820.000000,24120.000000,19643.031250,17278300
2012-03-02,24300.000000,24340.000000,23580.000000,23640.000000,19252.123047,18023700
2012-03-05,23800.000000,23820.000000,23320.000000,23480.000000,19121.826172,11175250
2012-03-06,23580.000000,23860.000000,23340.000000,23600.000000,19219.550781,10572850
2012-03-07,23500.000000,23660.000000,23300.000000,23440.000000,19089.250000,11521550
2012-03-08,23600.000000,23720.000000,23300.000000,23600.000000,19219.550781,20270400
2012-03-09,23820.000000,24620.000000,23760.000000,24600.000000,20033.933594,18228800
2012-03-12,24480.000000,24520.000000,24200.000000,24200.000000,19708.183594,11826950
2012-03-13,24000.000000,24580.000000,24000.000000,24420.000000,19887.343750,11985550
2012-03-14,24600.000000,25100.000000,24600.000000,25000.000000,20359.691406,18279650
2012-03-15,25020.000000,25200.000000,24840.000000,25000.000000,20359.691406,14038800
2012-03-16,25200.000000,25340.000000,24760.000000,24760.000000,20164.246094,18070200
2012-03-19,24700.000000,25360.000000,24680.000000,25200.000000,20522.566406,11881850
2012-03-20,25340.000000,25540.000000,25200.000000,25340.000000,20636.580078,11935500
2012-03-21,25200.000000,25200.000000,24840.000000,24840.000000,20229.392578,12913550
2012-03-22,24700.000000,25260.000000,24700.000000,25160.000000,20489.998047,12675450
2012-03-23,24860.000000,25480.000000,24860.000000,25220.000000,20538.861328,10818600
2012-03-26,25360.000000,25500.000000,25220.000000,25500.000000,20766.886719,9237800
2012-03-27,25700.000000,26220.000000,25520.000000,26220.000000,21353.246094,14186350
2012-03-28,26000.000000,26160.000000,25900.000000,26040.000000,21206.660156,9914550
2012-03-29,25980.000000,25980.000000,25600.000000,25600.000000,20848.324219,11670000
2012-03-30,25400.000000,25600.000000,25140.000000,25500.000000,20766.886719,15281700
2012-04-02,25500.000000,25980.000000,25220.000000,25980.000000,21157.796875,12582950
2012-04-03,26400.000000,26780.000000,26040.000000,26700.000000,21744.150391,16507900
2012-04-04,26620.000000,27020.000000,26300.000000,26400.000000,21499.835938,14599350
2012-04-05,26040.000000,26700.000000,25940.000000,26600.000000,21662.716797,12921350
2012-04-06,26540.000000,26680.000000,26260.000000,26640.000000,21695.294922,10289650
2012-04-09,26400.000000,26600.000000,26120.000000,26340.000000,21450.970703,8572600
2012-04-10,26280.000000,26400.000000,26140.000000,26220.000000,21353.246094,11176100
2012-04-12,25660.000000,25980.000000,25360.000000,25460.000000,20734.306641,25240650
2012-04-13,25300.000000,25540.000000,25200.000000,25360.000000,20652.875000,35409200
2012-04-16,25460.000000,25520.000000,25000.000000,25180.000000,20506.279297,15222400
2012-04-17,25020.000000,25280.000000,24820.000000,24980.000000,20343.404297,14552300
2012-04-18,25540.000000,26040.000000,25380.000000,25860.000000,21060.068359,17253750
2012-04-19,25840.000000,26140.000000,25780.000000,26140.000000,21288.093750,13156400
2012-04-20,25880.000000,25940.000000,25560.000000,25640.000000,20880.898438,9900550
2012-04-23,25380.000000,25600.000000,25240.000000,25580.000000,20832.041016,8388400
2012-04-24,25300.000000,25720.000000,25240.000000,25660.000000,20897.189453,13238350
2012-04-25,26080.000000,26300.000000,25860.000000,26100.000000,21255.521484,13821600
2012-04-26,26400.000000,26800.000000,26340.000000,26800.000000,21825.589844,16479500
2012-04-27,27100.000000,27660.000000,27020.000000,27480.000000,22379.376953,15905350
2012-04-30,27900.000000,28180.000000,27540.000000,27800.000000,22639.980469,15757100
2012-05-02,28200.000000,28360.000000,27980.000000,28200.000000,22965.734375,18420750
2012-05-03,28040.000000,28200.000000,27960.000000,28020.000000,22819.146484,10327050
2012-05-04,27500.000000,27960.000000,26980.000000,27200.000000,22151.345703,20484300
2012-05-07,26840.000000,27060.000000,26500.000000,26840.000000,21858.162109,18908450
2012-05-08,26960.000000,27040.000000,26780.000000,26820.000000,21841.878906,12048600
2012-05-09,26700.000000,26960.000000,26480.000000,26620.000000,21679.000000,12661700
2012-05-10,26580.000000,26720.000000,26440.000000,26540.000000,21613.853516,13145000
2012-05-11,26300.000000,26460.000000,26060.000000,26060.000000,21222.945313,13626400
2012-05-14,26100.000000,26540.000000,26080.000000,26280.000000,21402.107422,15092100
2012-05-15,26080.000000,26400.000000,26000.000000,26220.000000,21353.246094,15558100
2012-05-16,25960.000000,26000.000000,24560.000000,24600.000000,20033.933594,38488900
2012-05-17,24600.000000,24860.000000,24020.000000,24460.000000,19919.923828,33041100
2012-05-18,24080.000000,24100.000000,23300.000000,23320.000000,18991.517578,30023750
2012-05-21,23880.000000,24320.000000,23800.000000,24180.000000,19691.894531,23702750
2012-05-22,25100.000000,25100.000000,24540.000000,24800.000000,20196.818359,23830550
2012-05-23,24800.000000,24800.000000,23900.000000,24420.000000,19887.343750,16157100
2012-05-24,24260.000000,24500.000000,23960.000000,24500.000000,19952.498047,15251250
2012-05-25,24660.000000,24920.000000,24460.000000,24500.000000,19952.498047,10164250
2012-05-29,24240.000000,24760.000000,24120.000000,24760.000000,20164.246094,10815350
2012-05-30,24760.000000,24800.000000,24300.000000,24520.000000,19968.791016,12653250
2012-05-31,24260.000000,24260.000000,23840.000000,24220.000000,19724.468750,22106900
2012-06-01,24260.000000,24740.000000,23980.000000,24660.000000,20082.804688,13554450
2012-06-04,23960.000000,24100.000000,23840.000000,23920.000000,19480.154297,18068750
2012-06-05,24020.000000,24180.000000,23860.000000,24060.000000,19594.171875,12848900
2012-06-07,24780.000000,25300.000000,24660.000000,25300.000000,20604.007813,20928350
2012-06-08,25500.000000,25500.000000,24900.000000,24940.000000,20310.828125,9956350
2012-06-11,25440.000000,25500.000000,25320.000000,25360.000000,20652.875000,9906200
2012-06-12,24920.000000,25200.000000,24900.000000,25100.000000,20441.132813,8805200
2012-06-13,25320.000000,25480.000000,25120.000000,25420.000000,20701.732422,9572600
2012-06-14,25380.000000,25420.000000,25120.000000,25220.000000,20538.861328,21995050
2012-06-15,25000.000000,25200.000000,24280.000000,24340.000000,19822.197266,30404200
2012-06-18,24800.000000,25140.000000,24680.000000,24860.000000,20245.671875,17608150
2012-06-19,24900.000000,24940.000000,24440.000000,24880.000000,20261.968750,14839400
2012-06-20,24980.000000,25300.000000,24900.000000,25040.000000,20392.267578,13237700
2012-06-21,24680.000000,24840.000000,24520.000000,24540.000000,19985.074219,12753750
2012-06-22,23780.000000,24040.000000,23600.000000,23640.000000,19252.123047,31294350
2012-06-25,23420.000000,23560.000000,22560.000000,22640.000000,18437.736328,41318100
2012-06-26,22660.000000,22980.000000,22580.000000,22780.000000,18551.753906,25283500
2012-06-27,22800.000000,23540.000000,22600.000000,23340.000000,19007.812500,23542000
2012-06-28,23340.000000,23600.000000,23060.000000,23360.000000,19032.250000,10398350
2012-06-29,23340.000000,24020.000000,23060.000000,24020.000000,19569.978516,18604450
2012-07-02,24160.000000,24180.000000,23420.000000,23480.000000,19130.021484,19106750
2012-07-03,23640.000000,23860.000000,23400.000000,23500.000000,19146.314453,15801550
2012-07-04,23640.000000,23940.000000,23560.000000,23820.000000,19407.031250,19158750
2012-07-05,23740.000000,23880.000000,23540.000000,23700.000000,19309.257813,9068550
2012-07-06,23880.000000,23880.000000,23060.000000,23220.000000,18918.191406,21158900
2012-07-09,22700.000000,22760.000000,22520.000000,22520.000000,18347.869141,21282300
2012-07-10,22700.000000,22840.000000,22420.000000,22540.000000,18364.169922,17720700
2012-07-11,22580.000000,22660.000000,22160.000000,22360.000000,18217.511719,18001300
2012-07-12,22420.000000,22520.000000,21820.000000,21820.000000,17777.554688,24858600
2012-07-13,21920.000000,22880.000000,21820.000000,22780.000000,18559.705078,27070750
2012-07-16,22900.000000,23100.000000,22660.000000,23040.000000,18771.533203,15261950
2012-07-17,22960.000000,23560.000000,22720.000000,23360.000000,19032.250000,15885300
2012-07-18,23580.000000,23700.000000,22760.000000,23080.000000,18804.119141,14618050
2012-07-19,23600.000000,24040.000000,23440.000000,23900.000000,19472.208984,24847100
2012-07-20,24040.000000,24060.000000,23820.000000,23820.000000,19407.031250,11992100
2012-07-23,23300.000000,23400.000000,23100.000000,23240.000000,18934.482422,12844350
2012-07-24,23300.000000,23500.000000,23180.000000,23400.000000,19064.837891,14598050
2012-07-25,23060.000000,23440.000000,22780.000000,23160.000000,18869.304688,13609850
2012-07-26,23380.000000,23480.000000,23200.000000,23440.000000,19097.433594,13654750
2012-07-27,23900.000000,24660.000000,23820.000000,24660.000000,20091.412109,26686200
2012-07-30,25200.000000,25560.000000,25020.000000,25500.000000,20775.787109,19113350
2012-07-31,25600.000000,26680.000000,25500.000000,26180.000000,21329.810547,33735650
2012-08-01,25840.000000,26300.000000,25660.000000,26000.000000,21183.156250,19039100
2012-08-02,26000.000000,26080.000000,25220.000000,25260.000000,20580.248047,15951250
2012-08-03,24800.000000,25340.000000,24760.000000,24860.000000,20254.349609,15582650
2012-08-06,25700.000000,26100.000000,25640.000000,25960.000000,21150.570313,12289150
2012-08-07,26060.000000,26080.000000,25680.000000,25880.000000,21085.386719,10258400
2012-08-08,26120.000000,26560.000000,26020.000000,26400.000000,21509.050781,19459150
2012-08-09,26420.000000,26960.000000,26360.000000,26800.000000,21834.943359,30612650
2012-08-10,26700.000000,26960.000000,26600.000000,26960.000000,21965.306641,14733250
2012-08-13,26840.000000,26940.000000,26460.000000,26500.000000,21590.529297,9891050
2012-08-14,26520.000000,27000.000000,26520.000000,26900.000000,21916.425781,14396850
2012-08-16,27080.000000,27100.000000,26760.000000,26900.000000,21916.425781,14824150
2012-08-17,26880.000000,26900.000000,25720.000000,25900.000000,21101.683594,27642800
2012-08-20,25400.000000,25660.000000,25100.000000,25660.000000,20906.146484,19944800
2012-08-21,25840.000000,26040.000000,25640.000000,25640.000000,20889.849609,15315200
2012-08-22,25380.000000,25620.000000,25140.000000,25280.000000,20596.550781,16031200
2012-08-23,25220.000000,25740.000000,24980.000000,25740.000000,20971.326172,13857750
2012-08-24,25400.000000,25740.000000,25280.000000,25500.000000,20775.787109,14077200
2012-08-27,23780.000000,24060.000000,23460.000000,23600.000000,19227.787109,63803450
2012-08-28,23720.000000,24180.000000,23600.000000,23900.000000,19472.208984,27767400
2012-08-29,24180.000000,24700.000000,24140.000000,24600.000000,20042.519531,23415550
2012-08-30,24560.000000,24580.000000,24040.000000,24300.000000,19798.101563,16211400
2012-08-31,24220.000000,24680.000000,24140.000000,24660.000000,20091.412109,20301300
2012-09-03,24400.000000,24700.000000,24020.000000,24360.000000,19846.988281,13903800
2012-09-04,24380.000000,24560.000000,24200.000000,24360.000000,19846.988281,9916550
2012-09-05,24100.000000,24240.000000,23780.000000,23780.000000,19374.441406,17381950
2012-09-06,24000.000000,24060.000000,23860.000000,23920.000000,19488.503906,12373750
2012-09-07,24600.000000,25020.000000,24400.000000,25000.000000,20368.417969,25512400
2012-09-10,25200.000000,25280.000000,25000.000000,25000.000000,20368.417969,15883700
2012-09-11,24800.000000,25300.000000,24640.000000,25120.000000,20466.191406,9890800
2012-09-12,25360.000000,25900.000000,25180.000000,25880.000000,21085.386719,18473250
2012-09-13,25980.000000,26100.000000,25620.000000,26020.000000,21199.449219,19489950
2012-09-14,26600.000000,26780.000000,26540.000000,26720.000000,21769.767578,24872500
2012-09-17,26720.000000,26720.000000,26240.000000,26300.000000,21427.576172,14896000
2012-09-18,26280.000000,26720.000000,26160.000000,26300.000000,21427.576172,11232300
2012-09-19,26120.000000,26460.000000,25960.000000,26280.000000,21411.281250,12114550
2012-09-20,25860.000000,26100.000000,25680.000000,25740.000000,20971.326172,14199800
2012-09-21,26000.000000,26140.000000,25900.000000,26040.000000,21215.750000,14913400
2012-09-24,26000.000000,26560.000000,25840.000000,26540.000000,21623.117188,13195450
2012-09-25,26200.000000,26680.000000,26200.000000,26540.000000,21623.117188,11348000
2012-09-26,26260.000000,26500.000000,26120.000000,26500.000000,21590.529297,12054550
2012-09-27,26540.000000,26840.000000,26460.000000,26760.000000,21802.359375,14541600
2012-09-28,27180.000000,27200.000000,26780.000000,26920.000000,21932.716797,17906350
2012-10-02,27080.000000,27420.000000,27040.000000,27380.000000,22307.496094,13376250
2012-10-04,27020.000000,27460.000000,26780.000000,27340.000000,22274.906250,19127200
2012-10-05,27740.000000,27800.000000,27040.000000,27400.000000,22323.787109,17828800
2012-10-08,27500.000000,27580.000000,27200.000000,27460.000000,22372.671875,12037600
2012-10-09,27260.000000,27620.000000,27260.000000,27440.000000,22356.376953,8788650
2012-10-10,27060.000000,27200.000000,26500.000000,26500.000000,21590.529297,12976700
2012-10-11,26200.000000,26400.000000,25740.000000,26080.000000,21248.332031,23779850
2012-10-12,26100.000000,26240.000000,25760.000000,25920.000000,21117.974609,14977250
2012-10-15,25920.000000,26240.000000,25740.000000,26000.000000,21183.156250,10334000
2012-10-16,26520.000000,26620.000000,26300.000000,26600.000000,21672.001953,10671300
2012-10-17,26840.000000,26920.000000,26320.000000,26720.000000,21769.767578,8984550
2012-10-18,26720.000000,26820.000000,26560.000000,26740.000000,21786.066406,10498450
2012-10-19,26460.000000,26500.000000,25980.000000,26040.000000,21215.750000,13969950
2012-10-22,25540.000000,26340.000000,25520.000000,26300.000000,21427.576172,11741150
2012-10-23,26380.000000,26440.000000,26040.000000,26260.000000,21394.986328,9253550
2012-10-24,25940.000000,26180.000000,25780.000000,26000.000000,21183.156250,13454500
2012-10-25,25920.000000,26440.000000,25820.000000,26440.000000,21541.646484,11881100
2012-10-26,26120.000000,26240.000000,25740.000000,25740.000000,20971.326172,13793850
2012-10-29,25960.000000,25980.000000,25580.000000,25980.000000,21166.865234,11448050
2012-10-30,25980.000000,26080.000000,25840.000000,25960.000000,21150.570313,6643850
2012-10-31,26120.000000,26240.000000,25980.000000,26200.000000,21346.101563,10604850
2012-11-01,25900.000000,26040.000000,25800.000000,25940.000000,21134.269531,10455600
2012-11-02,26380.000000,26660.000000,26260.000000,26540.000000,21623.117188,18521400
2012-11-05,26560.000000,26980.000000,26400.000000,26820.000000,21851.240234,13062050
2012-11-06,26980.000000,26980.000000,26640.000000,26980.000000,21981.599609,8981800
2012-11-07,26860.000000,27240.000000,26700.000000,27240.000000,22193.433594,9676400
2012-11-08,26960.000000,27140.000000,26820.000000,27000.000000,21997.890625,15326600
2012-11-09,26700.000000,27020.000000,26520.000000,26820.000000,21851.240234,14550300
2012-11-12,26620.000000,26940.000000,26620.000000,26900.000000,21916.425781,6959250
2012-11-13,26940.000000,26980.000000,26520.000000,26980.000000,21981.599609,7325850
2012-11-14,27140.000000,27140.000000,26920.000000,27100.000000,22079.365234,10436000
2012-11-15,26700.000000,26760.000000,26520.000000,26620.000000,21688.291016,9959100
2012-11-16,26440.000000,26520.000000,26020.000000,26140.000000,21297.220703,12172550
2012-11-19,26300.000000,26840.000000,26260.000000,26640.000000,21704.593750,10137500
2012-11-20,27060.000000,27300.000000,26920.000000,27280.000000,22226.021484,13420300
2012-11-21,27520.000000,27940.000000,27440.000000,27680.000000,22551.908203,17780400
2012-11-22,27880.000000,28380.000000,27820.000000,28340.000000,23089.644531,14930950
2012-11-23,28440.000000,28840.000000,28340.000000,28740.000000,23415.535156,12322050
2012-11-26,28840.000000,28860.000000,27980.000000,28080.000000,22877.814453,13749850
2012-11-27,28100.000000,28560.000000,28080.000000,28320.000000,23073.341797,11836200
2012-11-28,28000.000000,28760.000000,27920.000000,28260.000000,23024.462891,14055800
2012-11-29,28040.000000,28440.000000,28040.000000,28280.000000,23040.753906,13073300
2012-11-30,28460.000000,28500.000000,27980.000000,28120.000000,22910.396484,16427600
2012-12-03,28400.000000,28720.000000,28160.000000,28600.000000,23301.472656,10220850
2012-12-04,28640.000000,28680.000000,28400.000000,28600.000000,23301.472656,9504900
2012-12-05,28600.000000,29100.000000,28540.000000,29100.000000,23708.835938,12436400
2012-12-06,29360.000000,29420.000000,28680.000000,29080.000000,23692.546875,14248700
2012-12-07,29000.000000,29960.000000,29000.000000,29600.000000,24116.210938,15882450
2012-12-10,30120.000000,30120.000000,29700.000000,29820.000000,24295.453125,13056100
2012-12-11,29960.000000,29960.000000,29380.000000,29520.000000,24051.033203,12657350
2012-12-12,29460.000000,29920.000000,29460.000000,29800.000000,24279.160156,15244450
2012-12-13,30000.000000,30660.000000,29860.000000,30660.000000,24979.832031,30680500
2012-12-14,30320.000000,30720.000000,30160.000000,30300.000000,24686.521484,13905250
2012-12-17,30020.000000,30480.000000,29940.000000,30060.000000,24490.994141,15511100
2012-12-18,30000.000000,30320.000000,29900.000000,30300.000000,24686.521484,13538450
2012-12-20,30300.000000,30580.000000,29900.000000,30060.000000,24490.994141,20128500
2012-12-21,29860.000000,29920.000000,28800.000000,28840.000000,23497.007813,27576200
2012-12-24,28960.000000,29520.000000,28840.000000,29480.000000,24018.439453,14488550
2012-12-26,29600.000000,30060.000000,29400.000000,29400.000000,23953.259766,14038700
2012-12-27,29400.000000,30000.000000,29400.000000,29920.000000,24501.933594,9143900
2012-12-28,29760.000000,30600.000000,29740.000000,30440.000000,24927.769531,10562750
2013-01-02,30660.000000,31520.000000,30540.000000,31520.000000,25812.201172,11449650
2013-01-03,31640.000000,31680.000000,30860.000000,30860.000000,25271.720703,14227400
2013-01-04,30800.000000,30840.000000,30200.000000,30500.000000,24976.898438,12999800
2013-01-07,30300.000000,30560.000000,30000.000000,30400.000000,24895.013672,12610950
2013-01-08,30260.000000,30340.000000,29960.000000,30000.000000,24567.445313,13822250
2013-01-09,30000.000000,30260.000000,29820.000000,30000.000000,24567.445313,12659950
2013-01-10,30300.000000,30680.000000,30000.000000,30600.000000,25058.796875,14663600
2013-01-11,30960.000000,30960.000000,30140.000000,30660.000000,25107.931641,11913550
2013-01-14,30780.000000,31040.000000,30560.000000,31040.000000,25419.123047,7999950
2013-01-15,31200.000000,31200.000000,30240.000000,30240.000000,24763.988281,10727150
2013-01-16,30280.000000,30520.000000,29660.000000,29840.000000,24436.421875,16221000
2013-01-17,30040.000000,30040.000000,29000.000000,29380.000000,24059.720703,20236700
2013-01-18,29600.000000,29740.000000,29100.000000,29600.000000,24239.876953,12516600
2013-01-21,29280.000000,29500.000000,28960.000000,29080.000000,23814.046875,14519650
2013-01-22,28900.000000,29740.000000,28900.000000,29600.000000,24239.876953,11947400
2013-01-23,30000.000000,30040.000000,29460.000000,29460.000000,24125.238281,9293550
2013-01-24,29360.000000,29380.000000,28820.000000,29060.000000,23797.669922,15999050
2013-01-25,29200.000000,29220.000000,28100.000000,28340.000000,23208.052734,21795250
2013-01-28,27920.000000,28020.000000,27420.000000,27440.000000,22471.029297,30852150
2013-01-29,27800.000000,28360.000000,27600.000000,28180.000000,23077.019531,21616550
2013-01-30,28520.000000,28800.000000,28240.000000,28800.000000,23584.750000,16170100
2013-01-31,28600.000000,28960.000000,28440.000000,28960.000000,23715.779297,16052800
2013-02-01,29200.000000,29200.000000,28440.000000,28820.000000,23601.128906,11576200
2013-02-04,29000.000000,29060.000000,28340.000000,28740.000000,23535.617188,12861900
2013-02-05,28300.000000,28860.000000,28280.000000,28700.000000,23502.855469,11388100
2013-02-06,28800.000000,28860.000000,28540.000000,28540.000000,23371.833984,6897150
2013-02-07,28780.000000,28780.000000,28400.000000,28400.000000,23257.185547,9721100
2013-02-08,28360.000000,29400.000000,28300.000000,29240.000000,23945.070313,13423850
2013-02-12,29680.000000,29680.000000,29180.000000,29360.000000,24043.341797,8419750
2013-02-13,29480.000000,29780.000000,29120.000000,29740.000000,24354.533203,9209050
2013-02-14,29800.000000,29880.000000,29540.000000,29800.000000,24403.669922,7534100
2013-02-15,29800.000000,29960.000000,29540.000000,29960.000000,24534.691406,7599950
2013-02-18,29800.000000,30020.000000,29620.000000,29800.000000,24403.669922,7109950
2013-02-19,29600.000000,29980.000000,29580.000000,29840.000000,24436.421875,6132250
2013-02-20,30040.000000,30900.000000,29940.000000,30900.000000,25304.470703,18039350
2013-02-21,30800.000000,31160.000000,30700.000000,31000.000000,25386.361328,13123650
2013-02-22,30600.000000,30960.000000,30400.000000,30600.000000,25058.796875,13852650
2013-02-25,30980.000000,30980.000000,30600.000000,30600.000000,25058.796875,8897550
2013-02-26,30300.000000,30760.000000,30160.000000,30540.000000,25009.664063,9244750
2013-02-27,31180.000000,31180.000000,30380.000000,30540.000000,25009.664063,8938200
2013-02-28,30600.000000,31080.000000,30600.000000,30880.000000,25288.093750,12784200
2013-03-04,31260.000000,31260.000000,30600.000000,30780.000000,25206.203125,13276850
2013-03-05,31120.000000,31280.000000,30960.000000,31000.000000,25386.361328,9294600
2013-03-06,31440.000000,31500.000000,30940.000000,31200.000000,25550.146484,10148650
2013-03-07,30960.000000,31000.000000,30240.000000,30400.000000,24895.013672,13482700
2013-03-08,30300.000000,30340.000000,29780.000000,29980.000000,24551.072266,18941000
2013-03-11,29860.000000,30240.000000,29700.000000,30160.000000,24698.472656,13748250
2013-03-12,30080.000000,30240.000000,29800.000000,29880.000000,24469.179688,8746550
2013-03-13,30120.000000,30580.000000,30020.000000,30540.000000,25009.664063,11303550
2013-03-14,30560.000000,30680.000000,29980.000000,30400.000000,24895.013672,12557800
2013-03-15,30580.000000,30580.000000,29600.000000,29600.000000,24239.876953,36618350
2013-03-18,29200.000000,29200.000000,28680.000000,28900.000000,23666.640625,26439550
2013-03-19,29000.000000,29840.000000,28960.000000,29500.000000,24157.988281,13977100
2013-03-20,29200.000000,29700.000000,29120.000000,29200.000000,23912.314453,13515750
2013-03-21,29220.000000,29480.000000,29120.000000,29140.000000,23863.181641,11768550
2013-03-22,29160.000000,29360.000000,29040.000000,29100.000000,23830.423828,10687100
2013-03-25,29600.000000,29900.000000,29400.000000,29900.000000,24485.552734,10272050
2013-03-26,29900.000000,30440.000000,29820.000000,30180.000000,24714.857422,16830000
2013-03-27,30300.000000,30320.000000,29740.000000,30080.000000,24632.962891,12881400
2013-03-28,30060.000000,30200.000000,29940.000000,30200.000000,24731.232422,7989600
2013-03-29,30480.000000,30640.000000,30340.000000,30540.000000,25009.664063,9533700
2013-04-01,30700.000000,30700.000000,30240.000000,30240.000000,24763.988281,5295500
2013-04-02,30200.000000,30640.000000,30200.000000,30500.000000,24976.898438,8574850
2013-04-03,30520.000000,30560.000000,30180.000000,30420.000000,24911.388672,10882700
2013-04-04,30340.000000,30380.000000,29980.000000,30120.000000,24665.716797,10700450
2013-04-05,30100.000000,30320.000000,29860.000000,30100.000000,24649.337891,14977350
2013-04-08,30100.000000,30620.000000,29940.000000,30400.000000,24895.013672,12959500
2013-04-09,30540.000000,30600.000000,30200.000000,30560.000000,25026.041016,9244000
2013-04-10,30800.000000,30800.000000,30260.000000,30420.000000,24911.388672,11779700
2013-04-11,30420.000000,30800.000000,30360.000000,30800.000000,25222.578125,11291500
2013-04-12,30800.000000,31000.000000,30260.000000,30340.000000,24845.882813,10744050
2013-04-15,30060.000000,30700.000000,30060.000000,30460.000000,24944.148438,10767300
2013-04-16,30100.000000,30640.000000,30020.000000,30560.000000,25026.041016,18551850
2013-04-17,31320.000000,31320.000000,30280.000000,30360.000000,24862.255859,10491100
2013-04-18,30400.000000,30440.000000,29620.000000,29660.000000,24289.017578,13358400
2013-04-19,29300.000000,29840.000000,29100.000000,29500.000000,24157.988281,15704000
2013-04-22,29800.000000,30060.000000,29300.000000,30060.000000,24616.587891,9335850
2013-04-23,30000.000000,30060.000000,29480.000000,29660.000000,24289.017578,8864850
2013-04-24,29700.000000,29880.000000,29480.000000,29720.000000,24338.152344,10086550
2013-04-25,29400.000000,29880.000000,29400.000000,29880.000000,24469.179688,10463900
2013-04-26,29900.000000,29940.000000,29440.000000,29720.000000,24338.152344,11651600
2013-04-29,29820.000000,29840.000000,29500.000000,29620.000000,24256.261719,8500150
2013-04-30,29800.000000,30600.000000,29760.000000,30400.000000,24895.013672,18705000
2013-05-02,30520.000000,30640.000000,30340.000000,30560.000000,25026.041016,10048950
2013-05-03,30700.000000,30740.000000,30420.000000,30700.000000,25140.687500,6559050
2013-05-06,30800.000000,30800.000000,30240.000000,30280.000000,24796.746094,8654300
2013-05-07,30160.000000,30160.000000,29820.000000,29860.000000,24452.802734,11434500
2013-05-08,29860.000000,29960.000000,29580.000000,29760.000000,24370.904297,14921950
2013-05-09,29800.000000,30400.000000,29780.000000,30300.000000,24813.121094,10806150
2013-05-10,30280.000000,30280.000000,29520.000000,29520.000000,24174.371094,11794850
2013-05-13,29420.000000,29600.000000,29240.000000,29540.000000,24190.748047,8750100
2013-05-14,29740.000000,30000.000000,29660.000000,30000.000000,24567.445313,9002650
